Name,Age,Occupation,PAN_Card,Aadhar_Card,Bank_Account_No,Marital_Status,Children (Yes/No),Reported_Income,Interest_Income,Business_Income,Capital_Gains,Other_Income,Educational_Expenses,Healthcare_Costs,Lifestyle_Expenditure,Other_Expenses,Bank_Debited,Credit_Card_Debited,Actual_Income
Name2517,75,Self-employed,PAN2517X,Aadhar2517,BankAcc2517,Married,Yes,58810,0,11762,0,8822,4705,4117,7057,5881,2940,1764,171022
Name2518,95,Self-employed,PAN2518X,Aadhar2518,BankAcc2518,Single,Yes,389552,38955,0,0,0,31164,27269,46746,38955,19478,11687,501764
Name2519,70,Self-employed,PAN2519X,Aadhar2519,BankAcc2519,Single,Yes,451535,45154,0,22577,0,36123,31607,0,45154,22577,13546,563747
Name2520,35,Business,PAN2520X,Aadhar2520,BankAcc2520,Single,Yes,1827422,182742,0,91371,0,0,127920,0,182742,0,54823,1939634
Name2521,46,Salaried,PAN2521X,Aadhar2521,BankAcc2521,Married,No,1560000,156000,312000,0,0,0,109200,187200,156000,78000,46800,1672212
Name2522,82,Salaried,PAN2522X,Aadhar2522,BankAcc2522,Married,No,1197500,119750,239500,59875,0,95800,83825,143700,0,59875,35925,1309712
Name2523,80,Business,PAN2523X,Aadhar2523,BankAcc2523,Married,No,682295,68230,0,0,102344,0,47761,0,0,34115,20469,794507
Name2524,97,Salaried,PAN2524X,Aadhar2524,BankAcc2524,Single,No,1574456,157446,314891,0,236168,125956,110212,188935,157446,78723,47234,1686668
Name2525,67,Salaried,PAN2525X,Aadhar2525,BankAcc2525,Married,No,423840,42384,84768,0,63576,0,29669,50861,42384,21192,0,536052
Name2526,90,Business,PAN2526X,Aadhar2526,BankAcc2526,Single,Yes,1852203,185220,370441,92610,277830,0,129654,222264,185220,92610,55566,1964415
Name2527,30,Salaried,PAN2527X,Aadhar2527,BankAcc2527,Married,Yes,1812481,0,362496,0,271872,144998,126874,217498,0,90624,54374,1924693
Name2528,21,Salaried,PAN2528X,Aadhar2528,BankAcc2528,Single,No,1348475,134848,0,67424,202271,107878,94393,0,134848,67424,0,1460687
Name2529,62,Self-employed,PAN2529X,Aadhar2529,BankAcc2529,Married,No,686140,68614,137228,34307,0,0,48030,82337,0,34307,20584,798352
Name2530,25,Salaried,PAN2530X,Aadhar2530,BankAcc2530,Married,Yes,1110688,111069,222138,0,0,0,77748,0,0,55534,33321,1222900
Name2531,36,Self-employed,PAN2531X,Aadhar2531,BankAcc2531,Married,Yes,1140299,114030,228060,57015,171045,91224,79821,0,114030,57015,34209,1252511
Name2532,58,Self-employed,PAN2532X,Aadhar2532,BankAcc2532,Single,Yes,964329,96433,192866,0,144649,77146,67503,115719,96433,48216,28930,1076541
Name2533,57,Salaried,PAN2533X,Aadhar2533,BankAcc2533,Single,Yes,807254,80725,161451,40363,121088,64580,56508,96870,0,40363,24218,919466
Name2534,69,Salaried,PAN2534X,Aadhar2534,BankAcc2534,Single,No,1920119,192012,384024,96006,0,153610,0,230414,0,96006,57604,2032331
Name2535,36,Business,PAN2535X,Aadhar2535,BankAcc2535,Single,No,1684775,168478,0,84239,252716,134782,117934,202173,168478,84239,50543,1796987
Name2536,74,Salaried,PAN2536X,Aadhar2536,BankAcc2536,Single,No,762100,76210,152420,38105,114315,60968,0,91452,76210,38105,22863,874312
Name2537,64,Self-employed,PAN2537X,Aadhar2537,BankAcc2537,Married,No,284319,0,56864,0,0,0,19902,34118,28432,14216,8530,396531
Name2538,35,Self-employed,PAN2538X,Aadhar2538,BankAcc2538,Single,Yes,974099,97410,0,48705,146115,0,68187,0,0,0,29223,1086311
Name2539,64,Self-employed,PAN2539X,Aadhar2539,BankAcc2539,Single,No,561041,56104,112208,28052,84156,0,39273,67325,56104,28052,16831,673253
Name2540,82,Salaried,PAN2540X,Aadhar2540,BankAcc2540,Single,Yes,447110,44711,89422,0,0,35769,31298,53653,44711,0,13413,559322
Name2541,91,Salaried,PAN2541X,Aadhar2541,BankAcc2541,Married,Yes,966503,96650,0,0,144975,77320,0,115980,0,48325,0,1078715
Name2542,91,Salaried,PAN2542X,Aadhar2542,BankAcc2542,Married,Yes,263493,26349,52699,13175,39524,21079,18445,31619,26349,13175,7905,375705
Name2543,73,Salaried,PAN2543X,Aadhar2543,BankAcc2543,Married,No,1892261,0,378452,0,0,151381,132458,227071,0,94613,56768,2004473
Name2544,90,Salaried,PAN2544X,Aadhar2544,BankAcc2544,Married,No,406509,40651,81302,20325,0,32521,0,48781,40651,20325,12195,518721
Name2545,100,Business,PAN2545X,Aadhar2545,BankAcc2545,Single,No,1902740,190274,0,95137,285411,152219,133192,228329,0,95137,0,2014952
Name2546,97,Self-employed,PAN2546X,Aadhar2546,BankAcc2546,Married,No,889157,88916,0,0,133374,71133,62241,106699,0,44458,26675,1001369
Name2547,31,Business,PAN2547X,Aadhar2547,BankAcc2547,Married,No,512656,0,102531,25633,76898,0,35886,61519,0,25633,15380,624868
Name2548,81,Self-employed,PAN2548X,Aadhar2548,BankAcc2548,Single,Yes,1020962,102096,204192,0,153144,81677,71467,122515,0,51048,30629,1133174
Name2549,99,Self-employed,PAN2549X,Aadhar2549,BankAcc2549,Married,No,1218561,0,243712,60928,182784,97485,85299,146227,121856,60928,36557,1330773
Name2550,85,Business,PAN2550X,Aadhar2550,BankAcc2550,Single,No,336504,33650,0,0,0,26920,23555,40380,0,0,10095,448716
Name2551,81,Business,PAN2551X,Aadhar2551,BankAcc2551,Single,Yes,1412775,141278,282555,70639,211916,113022,0,0,141278,70639,42383,1524987
Name2552,76,Salaried,PAN2552X,Aadhar2552,BankAcc2552,Married,Yes,1543055,154306,0,0,0,123444,108014,0,154306,77153,46292,1655267
Name2553,85,Self-employed,PAN2553X,Aadhar2553,BankAcc2553,Single,Yes,126211,12621,0,6311,18932,10097,8835,15145,12621,6311,3786,238423
Name2554,75,Salaried,PAN2554X,Aadhar2554,BankAcc2554,Single,No,1423090,0,284618,71154,213464,0,99616,0,142309,71154,42693,1535302
Name2555,85,Self-employed,PAN2555X,Aadhar2555,BankAcc2555,Single,No,1220395,122040,244079,61020,183059,97632,85428,146447,122040,0,36612,1332607
Name2556,71,Business,PAN2556X,Aadhar2556,BankAcc2556,Married,No,123306,12331,24661,6165,0,0,8631,0,12331,6165,3699,235518
Name2557,47,Salaried,PAN2557X,Aadhar2557,BankAcc2557,Married,No,122683,12268,24537,0,18402,9815,0,14722,12268,6134,3680,234895
Name2558,50,Business,PAN2558X,Aadhar2558,BankAcc2558,Married,Yes,1474558,147456,294912,0,221184,117965,103219,176947,147456,73728,44237,1586770
Name2559,39,Salaried,PAN2559X,Aadhar2559,BankAcc2559,Single,Yes,1329779,132978,0,0,199467,106382,93085,0,132978,66489,39893,1441991
Name2560,94,Salaried,PAN2560X,Aadhar2560,BankAcc2560,Married,Yes,513694,51369,102739,25685,77054,41096,35959,61643,0,25685,15411,625906
Name2561,89,Self-employed,PAN2561X,Aadhar2561,BankAcc2561,Married,No,1523067,152307,0,0,228460,0,106615,182768,152307,76153,45692,1635279
Name2562,65,Salaried,PAN2562X,Aadhar2562,BankAcc2562,Married,Yes,465312,46531,93062,0,0,37225,32572,55837,0,23266,13959,577524
Name2563,43,Salaried,PAN2563X,Aadhar2563,BankAcc2563,Married,Yes,480792,48079,0,24040,72119,38463,33655,0,48079,24040,14424,593004
Name2564,86,Self-employed,PAN2564X,Aadhar2564,BankAcc2564,Single,Yes,385430,0,0,0,57814,30834,26980,46252,0,19272,11563,497642
Name2565,80,Business,PAN2565X,Aadhar2565,BankAcc2565,Married,No,982129,98213,0,0,147319,78570,68749,117855,98213,49106,29464,1094341
Name2566,74,Salaried,PAN2566X,Aadhar2566,BankAcc2566,Married,Yes,61442,0,12288,3072,0,4915,4301,7373,6144,3072,1843,173654
Name2567,73,Self-employed,PAN2567X,Aadhar2567,BankAcc2567,Married,Yes,218043,21804,0,0,32706,17443,15263,26165,21804,10902,6541,330255
Name2568,25,Self-employed,PAN2568X,Aadhar2568,BankAcc2568,Single,No,635968,0,127194,31798,95395,50877,44518,76316,63597,31798,19079,748180
Name2569,47,Salaried,PAN2569X,Aadhar2569,BankAcc2569,Married,Yes,469224,46922,93845,0,70384,37538,32846,56307,46922,23461,14077,581436
Name2570,37,Business,PAN2570X,Aadhar2570,BankAcc2570,Married,Yes,80213,8021,16043,4011,12032,6417,5615,9626,8021,4011,2406,192425
Name2571,41,Business,PAN2571X,Aadhar2571,BankAcc2571,Single,Yes,559514,55951,111903,0,83927,44761,39166,67142,55951,27976,16785,671726
Name2572,85,Business,PAN2572X,Aadhar2572,BankAcc2572,Married,No,805299,80530,0,40265,0,0,56371,96636,80530,40265,24159,917511
Name2573,93,Self-employed,PAN2573X,Aadhar2573,BankAcc2573,Single,No,1929045,192904,385809,96452,,154324,135033,231485,192904,96452,57871,2041257
Name2574,20,Business,PAN2574X,Aadhar2574,BankAcc2574,Single,Yes,1215379,121538,243076,0,182307,97230,85077,145845,0,60769,36461,1327591
Name2575,81,Business,PAN2575X,Aadhar2575,BankAcc2575,Married,Yes,1513267,151327,0,0,226990,121061,105929,181592,151327,75663,0,1625479
Name2576,75,Business,PAN2576X,Aadhar2576,BankAcc2576,Married,Yes,1830717,183072,366143,0,274608,146457,128150,219686,0,91536,54922,1942929
Name2577,46,Business,PAN2577X,Aadhar2577,BankAcc2577,Married,No,2657114,132856,265711,66428,199284,0,0,159427,0,66428,39857,2769326
Name2578,36,Salaried,PAN2578X,Aadhar2578,BankAcc2578,Single,No,1374891,137489,274978,0,206234,109991,96242,164987,137489,68745,41247,1487103
Name2579,60,Business,PAN2579X,Aadhar2579,BankAcc2579,Married,Yes,583562,58356,116712,0,87534,46685,40849,70027,58356,29178,17507,695774
Name2580,80,Self-employed,PAN2580X,Aadhar2580,BankAcc2580,Single,No,318771,31877,63754,0,47816,25502,22314,38253,0,15939,9563,430983
Name2581,66,Business,PAN2581X,Aadhar2581,BankAcc2581,Single,No,168916,0,33783,8446,25337,13513,11824,20270,0,8446,5067,281128
Name2582,47,Business,PAN2582X,Aadhar2582,BankAcc2582,Single,Yes,827728,82773,165546,0,124159,0,57941,99327,82773,41386,24832,939940
Name2583,91,Self-employed,PAN2583X,Aadhar2583,BankAcc2583,Single,Yes,1831879,183188,366376,91594,274782,146550,128232,219825,0,91594,54956,1944091
Name2584,89,Business,PAN2584X,Aadhar2584,BankAcc2584,Single,Yes,658481,65848,0,32924,98772,0,46094,79018,0,32924,19754,770693
Name2585,71,Business,PAN2585X,Aadhar2585,BankAcc2585,Married,Yes,442003,44200,0,0,66300,0,30940,0,44200,22100,13260,554215
Name2586,24,Self-employed,PAN2586X,Aadhar2586,BankAcc2586,Single,No,1988998,198900,0,99450,298350,159120,139230,0,198900,99450,59670,2101210
Name2587,35,Business,PAN2587X,Aadhar2587,BankAcc2587,Single,No,135391,13539,27078,0,20309,0,9477,16247,13539,6770,4062,247603
Name2588,86,Business,PAN2588X,Aadhar2588,BankAcc2588,Single,Yes,934805,0,186961,46740,140221,74784,65436,112177,93480,46740,28044,1047017
Name2589,72,Salaried,PAN2589X,Aadhar2589,BankAcc2589,Married,Yes,1261464,0,252293,0,189220,0,88302,151376,126146,63073,37844,1373676
Name2590,76,Self-employed,PAN2590X,Aadhar2590,BankAcc2590,Single,Yes,225187,0,45037,0,33778,0,15763,0,0,11259,6756,337399
Name2591,23,Self-employed,PAN2591X,Aadhar2591,BankAcc2591,Married,No,1588800,158880,0,0,238320,127104,111216,190656,158880,79440,47664,1701012
Name2592,92,Salaried,PAN2592X,Aadhar2592,BankAcc2592,Married,Yes,1424259,0,284852,0,0,0,99698,170911,142426,71213,42728,1536471
Name2593,55,Self-employed,PAN2593X,Aadhar2593,BankAcc2593,Single,Yes,1031822,103182,0,51591,154773,82546,72228,0,103182,0,30955,1144034
Name2594,86,Business,PAN2594X,Aadhar2594,BankAcc2594,Married,Yes,1036490,103649,0,51824,0,82919,72554,124379,0,51824,31095,1148702
Name2595,79,Self-employed,PAN2595X,Aadhar2595,BankAcc2595,Married,Yes,1463138,146314,292628,0,219471,0,102420,175577,0,73157,43894,1575350
Name2596,80,Salaried,PAN2596X,Aadhar2596,BankAcc2596,Single,Yes,256304,25630,0,12815,,20504,17941,30756,25630,0,7689,368516
Name2597,24,Salaried,PAN2597X,Aadhar2597,BankAcc2597,Married,No,881015,88102,176203,44051,132152,,61671,105722,0,44051,26430,993227
Name2598,23,Self-employed,PAN2598X,Aadhar2598,BankAcc2598,Single,Yes,1959143,195914,391829,97957,293871,156731,137140,235097,195914,97957,58774,2071355
Name2599,95,Business,PAN2599X,Aadhar2599,BankAcc2599,Married,No,47916,4792,9583,0,7187,3833,3354,5750,0,2396,1437,160128
Name2600,65,Self-employed,PAN2600X,Aadhar2600,BankAcc2600,Married,No,484674,48467,0,0,72701,38774,33927,58161,48467,24234,14540,596886
Name2601,56,Salaried,PAN2601X,Aadhar2601,BankAcc2601,Married,No,1397940,139794,0,0,209691,111835,97856,167753,139794,69897,41938,1510152
Name2602,27,Business,PAN2602X,Aadhar2602,BankAcc2602,Married,No,1726007,172601,345201,86300,258901,0,120820,207121,0,86300,51780,1838219
Name2603,49,Salaried,PAN2603X,Aadhar2603,BankAcc2603,Married,Yes,1024117,102412,0,0,153618,81929,0,0,,51206,30724,1136329
Name2604,31,Business,PAN2604X,Aadhar2604,BankAcc2604,Single,No,651788,65179,130358,32589,0,52143,45625,78215,65179,32589,19554,764000
Name2605,98,Salaried,PAN2605X,Aadhar2605,BankAcc2605,Married,No,655852,65585,131170,0,98378,0,45910,0,65585,32793,19676,768064
Name2606,34,Salaried,PAN2606X,Aadhar2606,BankAcc2606,Married,No,1625454,162545,325091,81273,243818,130036,113782,195054,0,81273,48764,1737666
Name2607,54,Salaried,PAN2607X,Aadhar2607,BankAcc2607,Single,No,1510815,151082,302163,0,0,0,0,181298,151082,75541,45324,1623027
Name2608,38,Salaried,PAN2608X,Aadhar2608,BankAcc2608,Married,No,1794346,179435,358869,0,269152,143548,125604,215322,179435,89717,53830,1906558
Name2609,56,Salaried,PAN2609X,Aadhar2609,BankAcc2609,Married,No,466635,46664,93327,0,69995,37331,32664,55996,46664,23332,13999,578847
Name2610,55,Salaried,PAN2610X,Aadhar2610,BankAcc2610,Married,No,1358486,135849,271697,0,0,108679,95094,163018,135849,0,40755,1470698
Name2611,26,Self-employed,PAN2611X,Aadhar2611,BankAcc2611,Married,Yes,79923,7992,15985,3996,0,0,5595,9591,7992,3996,2398,192135
Name2612,65,Salaried,PAN2612X,Aadhar2612,BankAcc2612,Single,No,125386,0,25077,6269,18808,0,8777,0,12539,6269,3762,237598
Name2613,57,Salaried,PAN2613X,Aadhar2613,BankAcc2613,Married,Yes,396851,0,79370,0,59528,31748,27780,47622,,19843,11906,509063
Name2614,27,Salaried,PAN2614X,Aadhar2614,BankAcc2614,Single,No,709175,70918,0,0,106376,0,49642,85101,70918,35459,21275,821387
Name2615,89,Salaried,PAN2615X,Aadhar2615,BankAcc2615,Married,No,1937512,193751,387502,96876,290627,155001,135626,232501,193751,96876,58125,2049724
Name2616,73,Business,PAN2616X,Aadhar2616,BankAcc2616,Single,Yes,503920,50392,100784,25196,75588,0,35274,60470,50392,25196,15118,616132
Name2617,32,Self-employed,PAN2617X,Aadhar2617,BankAcc2617,Single,Yes,1955689,195569,391138,97784,293353,156455,136898,234683,195569,97784,58671,2067901
Name2618,80,Business,PAN2618X,Aadhar2618,BankAcc2618,Married,Yes,860171,86017,172034,43009,129026,0,60212,0,86017,43009,25805,972383
Name2619,67,Business,PAN2619X,Aadhar2619,BankAcc2619,Married,Yes,1225713,122571,245143,61286,0,98057,85800,147086,0,61286,36771,1337925
Name2620,21,Business,PAN2620X,Aadhar2620,BankAcc2620,Single,Yes,142810,14281,0,0,21422,11425,9997,17137,0,7140,4284,255022
Name2621,45,Salaried,PAN2621X,Aadhar2621,BankAcc2621,Married,Yes,1927038,192704,385408,96352,289056,154163,134893,231245,192704,96352,57811,2039250
Name2622,79,Business,PAN2622X,Aadhar2622,BankAcc2622,Single,Yes,24934,2493,4987,1247,3740,1995,1745,2992,2493,1247,748,137146
Name2623,66,Self-employed,PAN2623X,Aadhar2623,BankAcc2623,Married,No,416002,41600,0,20800,62400,33280,29120,49920,41600,20800,12480,528214
Name2624,55,Salaried,PAN2624X,Aadhar2624,BankAcc2624,Married,Yes,1877360,187736,0,93868,281604,150189,0,225283,187736,93868,56321,1989572
Name2625,55,Self-employed,PAN2625X,Aadhar2625,BankAcc2625,Married,No,387718,38772,77544,19386,58158,0,27140,0,38772,19386,11632,499930
Name2626,59,Business,PAN2626X,Aadhar2626,BankAcc2626,Married,No,431251,43125,86250,21563,64688,0,30188,0,43125,21563,12938,543463
Name2627,92,Salaried,PAN2627X,Aadhar2627,BankAcc2627,Single,No,435904,43590,0,21795,65386,34872,30513,0,43590,21795,13077,548116
Name2628,88,Self-employed,PAN2628X,Aadhar2628,BankAcc2628,Single,Yes,1478754,147875,295751,73938,0,0,0,177450,147875,73938,44363,1590966
Name2629,98,Salaried,PAN2629X,Aadhar2629,BankAcc2629,Married,Yes,621723,62172,124345,0,93258,49738,43521,74607,62172,31086,18652,733935
Name2630,43,Self-employed,PAN2630X,Aadhar2630,BankAcc2630,Single,No,1325414,132541,0,0,198812,106033,92779,159050,132541,66271,39762,1437626
Name2631,50,Salaried,PAN2631X,Aadhar2631,BankAcc2631,Single,No,1569479,156948,313896,0,235422,125558,109864,0,156948,78474,47084,1681691
Name2632,89,Salaried,PAN2632X,Aadhar2632,BankAcc2632,Married,No,808314,0,161663,0,121247,64665,56582,96998,,40416,24249,920526
Name2633,23,Salaried,PAN2633X,Aadhar2633,BankAcc2633,Married,Yes,1578816,157882,315763,0,0,126305,110517,189458,157882,78941,47364,1691028
Name2634,98,Business,PAN2634X,Aadhar2634,BankAcc2634,Married,Yes,364986,36499,72997,0,54748,29199,25549,43798,36499,18249,10950,477198
Name2635,87,Salaried,PAN2635X,Aadhar2635,BankAcc2635,Single,Yes,1183500,118350,0,59175,0,0,0,142020,118350,59175,35505,1295712
Name2636,24,Salaried,PAN2636X,Aadhar2636,BankAcc2636,Married,Yes,1713145,171314,342629,85657,256972,137052,119920,205577,171314,85657,51394,1825357
Name2637,35,Salaried,PAN2637X,Aadhar2637,BankAcc2637,Single,Yes,1798754,179875,0,0,0,143900,125913,215850,179875,89938,53963,1910966
Name2638,78,Business,PAN2638X,Aadhar2638,BankAcc2638,Married,No,1947168,0,389434,97358,292075,155773,136302,233660,194717,97358,58415,2059380
Name2639,40,Self-employed,PAN2639X,Aadhar2639,BankAcc2639,Single,No,1025349,102535,205070,51267,0,82028,0,123042,102535,51267,30760,1137561
Name2640,78,Salaried,PAN2640X,Aadhar2640,BankAcc2640,Married,Yes,847838,84784,169568,0,127176,67827,59349,101741,84784,42392,25435,960050
Name2641,44,Salaried,PAN2641X,Aadhar2641,BankAcc2641,Married,Yes,774472,0,154894,38724,116171,61958,0,92937,77447,0,23234,886684
Name2642,88,Self-employed,PAN2642X,Aadhar2642,BankAcc2642,Married,No,72327,7233,14465,3616,0,5786,5063,8679,7233,3616,2170,184539
Name2643,38,Self-employed,PAN2643X,Aadhar2643,BankAcc2643,Married,Yes,1058082,105808,0,52904,158712,0,74066,126970,105808,0,31742,1170294
Name2644,34,Business,PAN2644X,Aadhar2644,BankAcc2644,Married,Yes,554420,55442,110884,0,0,44354,38809,0,55442,0,16633,666632
Name2645,87,Business,PAN2645X,Aadhar2645,BankAcc2645,Single,No,1529344,152934,0,0,229402,122348,107054,183521,152934,76467,0,1641556
Name2646,61,Business,PAN2646X,Aadhar2646,BankAcc2646,Married,Yes,1537415,0,307483,0,0,122993,107619,0,0,76871,46122,1649627
Name2647,20,Business,PAN2647X,Aadhar2647,BankAcc2647,Married,Yes,1118704,111870,223741,55935,0,89496,0,134244,111870,55935,33561,1230916
Name2648,21,Business,PAN2648X,Aadhar2648,BankAcc2648,Single,Yes,552940,55294,0,27647,82941,44235,38706,66353,55294,27647,16588,665152
Name2649,58,Salaried,PAN2649X,Aadhar2649,BankAcc2649,Single,No,183800,18380,0,9190,0,14704,0,0,18380,9190,0,296012
Name2650,87,Business,PAN2650X,Aadhar2650,BankAcc2650,Single,Yes,1879174,0,375835,93959,281876,150334,131542,225501,187917,93959,56375,1991386
Name2651,76,Salaried,PAN2651X,Aadhar2651,BankAcc2651,Single,No,439275,43928,87855,21964,65891,35142,30749,52713,43928,21964,13178,551487
Name2652,98,Self-employed,PAN2652X,Aadhar2652,BankAcc2652,Single,Yes,1203707,120371,240741,60185,0,96297,84259,144445,120371,60185,36111,1315919
Name2653,98,Salaried,PAN2653X,Aadhar2653,BankAcc2653,Married,No,762844,0,152569,38142,114427,61028,53399,91541,76284,38142,22885,875056
Name2654,22,Business,PAN2654X,Aadhar2654,BankAcc2654,Married,No,1881313,188131,376263,94066,282197,150505,131692,225758,188131,94066,56439,1993525
Name2655,75,Salaried,PAN2655X,Aadhar2655,BankAcc2655,Single,Yes,555860,55586,111172,27793,83379,44469,38910,66703,55586,27793,16676,668072
Name2656,78,Business,PAN2656X,Aadhar2656,BankAcc2656,Single,No,651854,0,0,0,97778,52148,45630,78222,65185,32593,19556,764066
Name2657,65,Self-employed,PAN2657X,Aadhar2657,BankAcc2657,Married,Yes,75943,7594,15189,0,11391,6075,5316,9113,7594,3797,2278,188155
Name2658,70,Salaried,PAN2658X,Aadhar2658,BankAcc2658,Single,No,1538955,0,307791,0,230843,0,107727,184675,0,0,46169,1651167
Name2659,87,Salaried,PAN2659X,Aadhar2659,BankAcc2659,Married,No,657203,65720,131441,0,98580,0,0,78864,65720,32860,19716,769415
Name2660,95,Business,PAN2660X,Aadhar2660,BankAcc2660,Married,No,522427,52243,104485,26121,78364,41794,36570,0,52243,26121,15673,634639
Name2661,35,Self-employed,PAN2661X,Aadhar2661,BankAcc2661,Single,No,67604,6760,0,3380,10141,5408,4732,0,6760,3380,2028,179816
Name2662,49,Salaried,PAN2662X,Aadhar2662,BankAcc2662,Single,No,1433518,143352,286704,71676,0,114681,100346,172022,0,71676,43006,1545730
Name2663,42,Salaried,PAN2663X,Aadhar2663,BankAcc2663,Single,No,69823,6982,13965,0,10473,5586,0,8379,0,3491,2095,182035
Name2664,84,Self-employed,PAN2664X,Aadhar2664,BankAcc2664,Married,No,986986,0,197397,49349,148048,78959,0,0,98699,49349,29610,1099198
Name2665,64,Self-employed,PAN2665X,Aadhar2665,BankAcc2665,Married,Yes,1277169,0,0,63858,0,0,89402,153260,127717,63858,38315,1389381
Name2666,78,Salaried,PAN2666X,Aadhar2666,BankAcc2666,Married,Yes,1817995,181800,363599,0,272699,145440,127260,218159,0,90900,54540,1930207
Name2667,74,Business,PAN2667X,Aadhar2667,BankAcc2667,Single,Yes,1252539,125254,250508,62627,187881,100203,87678,0,0,62627,37576,1364751
